CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
40734383,AVRA ESTIATORIO,Manhattan,145,EAST   48 STREET,10017
50114440,FULTON SEAFOOD AND FRIED CHICKEN,Brooklyn,2924,FULTON STREET,11207
50114302,MOTT HAVEN BAGEL & PIZZA,Bronx,221,EAST  138 STREET,10451
50067909,CUTEST COOKIES,Staten Island,1300,HYLAN BOULEVARD,10305
41452504,NIGHT°,Brooklyn,6011,7 AVENUE,11220
50118585,,Manhattan,104,GREENWICH STREET,10006
50106228,SOL SIPS,Brooklyn,276,KNICKERBOCKER AVENUE,11237
50124238,PLNT BURGER,Manhattan,1147,BROADWAY,10001
41436878,CASA LEVER,Manhattan,390,PARK AVENUE,10022
50114638,OSAKA,Queens,22423,UNION TPKE,11364
50011483,ANNADALE TERRACE,Staten Island,801,ANNADALE ROAD,10312
50014920,FUSHIMI JAPANESE CUISINE,Staten Island,2110,RICHMOND ROAD,10306
50001968,SUSHI 21,Manhattan,174,7 AVENUE,10011
50055990,Kramer Levin - De Novo Cafe,Manhattan,1177,AVENUE OF THE AMERICAS,10036
41420397,69 BAR LOUNGE,Queens,3821,69 STREET,11377
41676490,AOYU SUSHI,Bronx,3532,JOHNSON AVENUE,10463
50086823,FORMA PASTA FACTORY,Brooklyn,14,BEDFORD AVENUE,11222
50064379,THE LITTLE CUPCAKE PASTRY SHOP,Bronx,2009,BRONXDALE AVE,10462
50047231,EMILIA'S PIZZERIA,Queens,3705,28TH AVE,11103
50105224,SAKURA 6,Brooklyn,837,MANHATTAN AVENUE,11222
50121953,JOEY'S PIZZA,Queens,69-07,GRAND AVENUE,11378
41324916,OTHELLO DELI,Queens,2619,24 AVENUE,11102
50076117,CHI MAMA'S NOODLE HOUSE,Queens,4537,BELL BLVD,11361
50114960,HAPPY FAMILY CRAB,Brooklyn,315,UTICA AVENUE,11213
41416921,DUZAN,Queens,2411,STEINWAY STREET,11103
40535383,ADRIA HOTEL,Queens,22117,NORTHERN BOULEVARD,11361
50048051,SALSA ZONE,Bronx,370,EAST  146 STREET,10455
50119463,,Manhattan,169,BLEECKER STREET,10012
50114089,THE BEAN,Manhattan,31,3 AVENUE,10003
50107915,STARBUCKS,Queens,2228,31ST ST,11105
50125002,,Brooklyn,242,FLATBUSH AVENUE,11217
50011214,THE CRABBY SHACK,Brooklyn,613,FRANKLIN AVENUE,11238
41362530,H&H BAGELS,Queens,0,JFK INTL. AIRPORT,11430
50034221,AA CHINESE RESTAURANT,Bronx,214,EAST BURNSIDE AVENUE,10457
50059435,GARDEN GRILL & BAR,Manhattan,63,WEST   35 STREET,10001
50075680,CAFE LUKA,Manhattan,1317,1 AVENUE,10021
50103256,MARIA ON THE GRILL,Brooklyn,2678,PITKIN AVENUE,11208
50077104,RIKO,Queens,78-14,ROOSEVELT AVENUE,11372
50048244,LOTTE NEW YORK PALACE -4th floor kitchen,Manhattan,455,MADISON AVENUE,10022
50121679,,Queens,189-03,LINDEN BOULEVARD,11412
50009218,LA GITANA # 2,Queens,11103,ROOSEVELT AVE,11368
41608757,Great Wall,Bronx,1476,WHITE PLAINS ROAD,10462
50115887,TERIYAKI R US,Manhattan,150,WEST   49 STREET,10019
50116482,,Brooklyn,276,COURT STREET,11231
50001933,GREEN GENERATION NYC INC,Manhattan,2490,BROADWAY,10025
50117977,,Queens,3146,21ST ST,11106
50122319,HEAD HI,Brooklyn,146,FLUSHING AVENUE,11205
50102786,HAPPY VEGGIE RESTAURANT,Manhattan,76,MOTT STREET,10013
50084694,TIA JULIA RESTAURANT,Queens,4008,CASE ST,11373
50103299,PARTNERS COFFEE NYC,Brooklyn,125,NORTH    6 STREET,11249
41153089,SUBWAY,Staten Island,680,ARTHUR KILL ROAD,10308
50113985,,Bronx,1572,WATSON AVENUE,10472
50048030,JAMBA JUICE,Manhattan,625,8 AVENUE,10018
50111850,THE GROTTO AUTHENTIC CARIBBEAN CUISINE,Brooklyn,321,NOSTRAND AVENUE,11216
50047656,AVENUE U NEW EAGLE KITCHEN,Brooklyn,152,AVENUE U,11223
50103932,VOYAGER ESPRESSO,Manhattan,110,WILLIAM STREET,10038
41543885,THE DUTCH,Manhattan,131,SULLIVAN STREET,10012
41556098,UDOM THAI,Brooklyn,661,WASHINGTON AVENUE,11238
41101595,ANGELO'S PIZZA,Manhattan,1697,BROADWAY,10019
41046279,CHUCK E. CHEESE'S,Brooklyn,139,FLATBUSH AVENUE,11217
50007953,LA COMPAGNIE DES VINS SUPERNATURELS,Manhattan,249,CENTRE STREET,10013
50114171,UPSIDE PIZZA,Manhattan,20,EAST   40 STREET,10016
40566621,STARBUCKS,Staten Island,2530,HYLAN BOULEVARD,10306
50106173,STRANGEWAYS,Brooklyn,302,METROPOLITAN AVENUE,11211
41701986,LA VILLA CAFE,Brooklyn,505,DEKALB AVENUE,11205
50115869,SHERDOR RESTAURANT,Brooklyn,1917,AVENUE U,11229
50124875,,Brooklyn,732,CLASSON AVENUE,11238
41035324,STARBUCKS,Manhattan,1515,YORK AVENUE,10028
50056699,EL PENACHO RESTAURANT,Brooklyn,374,AVENUE P,11204
50118462,MAMACITA COMIDA,Brooklyn,345,NOSTRAND AVENUE,11216
50086660,ROWE'S RESTAURANT,Brooklyn,4122,AVENUE D,11203
40581363,BALLATO'S RESTAURANT,Manhattan,55,EAST HOUSTON STREET,10012
50074942,146 NO. 1 YUMMY TACO,Queens,14615,ROCKAWAY BLVD,11436
50055426,HUDSON WEST KITCHEN+CRAFT BAR/LE CAFE COFFEE,Manhattan,629,WEST   57 STREET,10019
50118705,THE MUSEUM OF FOOD AND DRINK (MOFAD),Manhattan,1280,5 AVENUE,10029
50113252,PULLEY COFFEE BAR,Manhattan,75,9 AVENUE,10011
50078490,SUBWAY,Queens,2109,BROADWAY,11106
41713701,TROPICAL ROTISSERIE CHICKEN,Bronx,2701,SEDGWICK AVENUE,10468
41546041,HEIDI'S HOUSE BY THE SIDE OF THE ROAD,Manhattan,308,EAST   78 STREET,10075
41376994,CHIPOTLE MEXICAN GRILL,Manhattan,125,EAST   23 STREET,10010
50105830,BLAKE'S INTERNATIONAL RESTAURANT,Brooklyn,1681,NOSTRAND AVENUE,11226
50120018,,Manhattan,18,WEST   23 STREET,10010
50078351,PAPILLES,Manhattan,127,EAST    7 STREET,10009
50079236,CHIKURIN,Brooklyn,2362,86 STREET,11214
50059154,A BAR,Brooklyn,597,MANHATTAN AVENUE,11222
50050112,MCFADDENS,Queens,36-02,126 STREET,11368
50102240,EMILY'S BAKERY,Brooklyn,940,MCDONALD AVENUE,11218
50004943,CASPIY,Brooklyn,1309,AVENUE Z,11235
50110974,,Brooklyn,2,KNICKERBOCKER AVENUE,11237
50104538,AVENUE GYRO,Bronx,2356,ARTHUR AVENUE,10458
50114112,VALENTINE'S PIZZA,Brooklyn,1063,BEDFORD AVENUE,11216
50085976,SPICY EMPIRE,Queens,14710,45TH AVE,11355
50095470,BANHMIGOS,Staten Island,4018,HYLAN BOULEVARD,10308
50066640,FISHERMAN'S COVE,Brooklyn,4917,CHURCH AVENUE,11203
50060205,TASTY CARIBBEAN BUFFET,Bronx,3505,ROCHAMBEAU AVENUE,10467
50115707,JUST SALAD,Manhattan,315,MADISON AVENUE,10017
50092605,OZI DUMPLING,Brooklyn,19,BOGART STREET,11206
50102671,GRAND SEAPORT BUFFET,Brooklyn,2027,EMMONS AVENUE,11235
50055610,TABERNA 97,Manhattan,97,SAINT MARKS PLACE,10009
50092940,HARLEM WINE ROOM,Manhattan,3454,BROADWAY,10031
40824395,UNCLE PETER'S,Queens,8315,NORTHERN BOULEVARD,11372
41711596,SERGIO'S PIZZA & DELI,Queens,48-03,DITMARS BOULEVARD,11105
40424633,MANNA HOUSE,Manhattan,125,MOTT STREET,10013
50034716,GREEN GARDEN,Staten Island,752,FOREST AVENUE,10310
50000587,CHIPOTLE MEXICAN GRILL,Manhattan,2298,BROADWAY,10024
50101056,MAIYAMI BAKERY,Brooklyn,6613,18 AVENUE,11204
50111220,EL CHARRO BAKERY II,Brooklyn,3379,FULTON STREET,11208
50116689,HOWARD BEACH BAGEL CAFE,Queens,16254,CROSSBAY BLVD,11414
50113198,SENG SEAFOOD RESTAURANT,Manhattan,39,EAST BROADWAY,10002
50107274,TO DATE JAPANESE FOOD,Brooklyn,768,57 STREET,11220
40373888,IL MULINO,Manhattan,86,WEST    3 STREET,10012
50084369,NITEHAWK CINEMA,Brooklyn,188,PROSPECT PARK W,11215
50101962,1 OR 8,Brooklyn,229,DEKALB AVENUE,11205
50095643,HUTONG,Manhattan,731,LEXINGTON AVENUE,10022
41370420,DUNKIN,Staten Island,1300,HYLAN BOULEVARD,10305
50118833,,Manhattan,330,MADISON AVENUE,10017
50065377,DEJA VU,Queens,3322,28TH AVE,11103
50070943,PAPA JOHN'S PIZZA,Manhattan,1709,AMSTERDAM AVENUE,10031
50007210,BONJOUR CREPES & WINE,Manhattan,1442,LEXINGTON AVENUE,10128
50069252,72 CIBAO RESTAURANT,Manhattan,72,CLINTON STREET,10002
50109313,TWOHANDS CORNDOGS,Manhattan,147,AVENUE A,10009
50009899,CASA ADELA RESTAURANT,Manhattan,66,AVENUE C,10009
50052807,11 HOWARD KITCHEN,Manhattan,138,LAFAYETTE STREET,10013
50057985,HONEY BADGER IN LEFFERTS GARDENS,Brooklyn,67,FENIMORE STREET,11225
50078722,MCDONALD'S,Brooklyn,82,COURT STREET,11201
40546650,GIAN PIERO BAKERY,Queens,4417,30 AVENUE,11103
41258209,NEW HONG KONG RESTAURANT II,Brooklyn,1222,CORTELYOU ROAD,11218
50126159,,Brooklyn,181,FRONT STREET,11201
50014124,EVERGREEN ON 38,Manhattan,10,EAST   38 STREET,10016
41695803,MISS KOREA,Manhattan,10,WEST   32 STREET,10001
41316593,CARIDAD & LOUIE'S RESTAURANT,Bronx,1660,EAST GUN HILL ROAD,10469
50084413,CHICKEN SHACK,Queens,9505,63RD DR,11374
40846477,7TH AVENUE DONUT SHOP,Brooklyn,324,7 AVENUE,11215
50053334,KFC,Bronx,375,EAST  149 STREET,10455
50067916,ZIO TOTO,Brooklyn,8407,3 AVENUE,11209
40375839,COZY SOUP & BURGER,Manhattan,739,BROADWAY,10003
41662362,HAPPY GARDEN,Brooklyn,370,UTICA AVENUE,11213
41011815,CASTRO'S RESTAURANT,Brooklyn,511,MYRTLE AVENUE,11205
50100074,LOCAL 138,Manhattan,181,ORCHARD STREET,10002
50118163,Hello Vietpho,Manhattan,63A,READE ST,10007
50104152,TASTE FROM EVEREST,Manhattan,102,LEXINGTON AVENUE,10016
50064388,PASTAI,Manhattan,186,9 AVENUE,10011
41579930,CECI ITALIAN CUISINE,Manhattan,46,WEST   46 STREET,10036
50008904,TITO RADS GRILL,Queens,4910,QUEENS BLVD,11377
50111475,BEARIN WHEEL PIE,Queens,13621,ROOSEVELT AVE,11354
41553479,XO RESTAURANT,Manhattan,148,HESTER STREET,10013
50100706,BLUE BOTTLE COFFEE,Manhattan,1345,6 AVENUE,10105
50104923,PALOMA ROCKET,Manhattan,43,EAST    7 STREET,10003
50035991,LUCISOUS THAI,Manhattan,1099,1 AVENUE,10065
50091503,KOLKATA CHAI CO.,Manhattan,199,EAST    3 STREET,10009
50123105,,Queens,74-17,ROOSEVELT AVENUE,11372
41588040,CASA NONNA,Manhattan,310,WEST   38 STREET,10018
50039333,AUNTIE ANNE'S PRETZELS,Staten Island,2655,RICHMOND AVENUE,10314
50107877,JOLLIBEE,Queens,62-29,ROOSEVELT AVENUE,11377
50070835,P&C COFFEE SHOP,Brooklyn,191,UTICA AVENUE,11213
50018428,HAN WONG RESTAURANT,Brooklyn,8510,20 AVENUE,11214
50105736,SCARLATTO,Manhattan,646,AMSTERDAM AVENUE,10025
40402023,LE MARAIS,Manhattan,150,WEST   46 STREET,10036
50120961,DOMINOS,Staten Island,1430,RICHMOND AVENUE,10314
50002593,STARBUCKS,Manhattan,400,EAST   23 STREET,10010
50118318,Norbrook Cakes & Catering,Brooklyn,5410,AVENUE N,11234
50121020,JUICYLICIOUS,Queens,8626A,ROOSEVELT AVE,
50050853,FRUIT PARADISE II,Bronx,31,WEST  183 STREET,10453
50100306,FULTON CHICHARRONES,Brooklyn,3195,FULTON STREET,11208
50081726,KENNEDY FRIED CHICKEN & PIZZERIA,Bronx,952,LONGWOOD AVENUE,10459
50111538,,Manhattan,181,FRONT STREET,10038
41090838,CARVEL,Queens,16102,UNION TURNPIKE,11366
50124773,,Bronx,2368,HOFFMAN STREET,10458
50107800,CRABSTICKS,Brooklyn,682,ROCKAWAY AVENUE,11212
50112220,LOS ARRIEROS,Queens,7602,ROOSEVELT AVE,11372
50013405,WAH YONG KITCHEN,Bronx,112,WEST  168 STREET,10452
50106992,ARBY'S,Queens,17514,HORACE HARDING EXPY,11365
50076854,CANAVE,Manhattan,4716,BROADWAY,10040
50102442,SERRANO SALSA,Manhattan,4979,BROADWAY,10034
50065683,BARLEY DISFIGURED,Brooklyn,257,SMITH STREET,11231
50062945,MILK AND CREAM BAR,Manhattan,159,MOTT STREET,10013
41356909,GIUSEPPE PIZZERIA,Staten Island,4300,AMBOY ROAD,10312
50110131,LEVY AT JAVITS CENTER,Manhattan,655,WEST   34 STREET,10001
50074239,KIMURA,Manhattan,31,SAINT MARKS PLACE,10003
50047861,LN 1380,Queens,25103,NORTHERN BLVD,11362
50051339,SWELL DIVE,Brooklyn,1013,BEDFORD AVENUE,11205
50049229,LENWICH,Manhattan,613,9 AVENUE,10036
50058620,ANGELINA'S KITCHEN,Staten Island,280,MARSH AVENUE,10314
41249034,KENNEDY FRIED CHICKEN,Bronx,707,LYDIG AVENUE,10462
50065534,YORKVILLE BAGEL & CAFE,Manhattan,1821,2 AVENUE,10128
50107398,STANLEY AVE TACOS,Brooklyn,521,STANLEY AVENUE,11207
50092883,NATURAL BLEND,Brooklyn,2251,CHURCH AVENUE,11226
41679060,E-CHIBAN SUSHI JAPANESE RESTAURANT,Queens,6647,FRESH POND ROAD,11385
50036537,PATRIZIAS OF BROOKLYN,Manhattan,462,2 AVENUE,10016
50037167,SOFRITO,Manhattan,679,RIVERSIDE DRIVE,10031
50087594,NY SWEET YUMMY HOUSE,Queens,8313,BROADWAY,11373
50104940,Orale Mexico,Queens,3019,ASTORIA BLVD,11102
50070940,PAPA JOHN'S PIZZA,Manhattan,896,AMSTERDAM AVENUE,10025
50043658,HARDEE,Brooklyn,351,MYRTLE AVENUE,11205
40588072,CIRO'S PIZZA,Queens,11319,BEACH CHANNEL DRIVE,11694
50096673,SEA BREEE DELI,Bronx,325,CITY ISLAND AVENUE,10464
50106563,FALANSAI,Brooklyn,112,HARRISON PLACE,11237
50078408,SUBWAY AND JUICE,Queens,3025,STRATTON ST,11354
50101722,UNITED FRIED CHICKEN,Manhattan,2519,ADAM CLAYTON POWELL JR BOULEVARD,
50064555,SYCAMORE,Brooklyn,1118,CORTELYOU ROAD,11218
50121938,GP NUTRITION CENTER #1,Bronx,252,EAST  204 STREET,10458
50109149,EPICERIE BOULUD @ OVA,Manhattan,1,VANDERBILT AVE,10017
41487281,GOLDEN TERRACE BANQUET HALL,Queens,12023,ATLANTIC AVENUE,11418
50063690,HAPPY GARDEN,Bronx,1236-1238,SPOFFORD AVE,10474
50122444,LUZZO'S,Manhattan,209,EAST    2 STREET,10009
50095492,TROPIC BERRY CAFE,Manhattan,45,1 AVENUE,10003
50002092,LA LAMPARA CAFE,Queens,54-18,FLUSHING AVENUE,11378
50124819,ALEX & FRIENDS COFFEE SHOP,Queens,11817,QUEENS BLVD,11375
50117622,SUKIYA RAMEN & POKE,Queens,19905,32ND AVE,11358
41292582,TACOS PUEBLA RESTAURANT,Bronx,2181,GRAND CONCOURSE,10453
50095998,IMPERIAL GARDEN OF QUEENS,Queens,9306,LIBERTY AVE,11417
41303560,BLU ON THE BAY,Staten Island,492,BAY STREET,10304
50116743,BROADWAY PHO BANG RESTAURANT INC,Queens,8290,BROADWAY,11373
50078890,BARKING DOG,Manhattan,1678,3 AVENUE,10128
41699964,THE SEA FIRE GRILL,Manhattan,160,EAST   48 STREET,10017
50101726,DAVIDS PIZZERIA AND RESTAURANT,Brooklyn,418,DITMAS AVENUE,11218
50117842,,Brooklyn,865,HANCOCK STREET,11233
50115229,THE CREPE,Brooklyn,1425,WEST   10 STREET,11204
50000419,NATUREWORKS,Manhattan,43,WEST   55 STREET,10019
41721782,WILLIAMSBURG CINEMAS,Brooklyn,217,GRAND STREET,11211
40926353,LA VIGNA,Queens,10011,METROPOLITAN AVENUE,11375
50005293,ADAR LOUNGE,Manhattan,1637,PARK AVENUE,10029
40865879,EURO PIZZA,Staten Island,3271,RICHMOND AVENUE,10312
40374088,PONGSRI THAI RESTAURANT,Manhattan,244,WEST   48 STREET,10036
50117668,TASTY PICKS II,Bronx,3424,KOSSUTH AVENUE,10467
41422201,SLATE,Manhattan,54,WEST   21 STREET,10010
41406631,16TH AVENUE GLATT,Brooklyn,4619,16 AVENUE,11204
50093629,THE EXPAT,Manhattan,195,CLAREMONT AVENUE,10027
50114615,,Manhattan,152,WEST   52 STREET,10019
50114388,YUKI SUSHI,Manhattan,37,ALLEN STREET,10002
50115913,CASTLE CHICKEN,Queens,25116,NORTHERN BLVD,11362
41165717,POLLOS A LA BRASA MARION,Queens,69-01,ROOSEVELT AVENUE,11377
50067105,ATAMI,Manhattan,1167,2 AVENUE,10065
50087848,KOSHER BRAVO PIZZA,Brooklyn,902,KINGS HIGHWAY,11223
41067225,ELEGANTE RESTAURANT,Queens,9201,ROCKAWAY BEACH BOULEVARD,11693
50103595,FRAME,Manhattan,552,7 AVENUE,10018
50119729,,Bronx,5625,BROADWAY,10463
50074932,TEN FULL RESTAURANT,Queens,3949,48TH AVE,11104
50102575,VOILA AFRIQUE,Manhattan,844,2 AVENUE,10017
50052001,DUNKIN,Staten Island,2449,VETERANS ROAD WEST,10309
50091771,PANORAMA,Queens,8708,ASTORIA BLVD,11369
50089415,TOMATO KARAOKE BAR,Queens,4118,162ND ST,11358
41469754,GOLDMAN SACHS,Manhattan,200,WEST STREET,10282
50090327,ADDICCION,Staten Island,308,FRONT STREET,10304
41583421,BREAD & TULIPS,Manhattan,365,PARK AVENUE SOUTH,10016
50064839,PokeRice,Manhattan,162,WEST    4 STREET,10014
50102537,LOUIS SNACKS,Manhattan,1552,LEXINGTON AVENUE,10029
50109652,Freash and Healthy 187,Bronx,621,EAST  187 STREET,10458
41395494,CITI FIELD SUITE KITCHEN,Queens,000,126TH ST & ROOSEVELT AVENUE,
50118325,,Queens,2850,31ST ST,11102
40591492,LOVELL'S GUIDING LIGHT,Queens,14833,HILLSIDE AVENUE,11435
41588029,PIERRE LOTI MIDTOWN,Manhattan,30012,EAST   52 STREET,
50125731,DOLLAR HITS NEW YORK,Queens,3904,64TH ST,11377
41714966,REX,Manhattan,864,10 AVENUE,10019
50096242,LUX BAKERY,Brooklyn,6816,4 AVENUE,11220
50070464,VINUM RESTAURANT,Staten Island,704,BAY STREET,10304
40710951,LENFEST CAFE - JEROME GREEN HALL,Manhattan,435,WEST  116 STREET,10027
50011694,SWEET CHICK,Manhattan,178,LUDLOW STREET,10002
50096486,BARACHOU,Manhattan,449,AMSTERDAM AVENUE,10024
50125929,,Manhattan,456,GREENWICH STREET,10013
50106442,CHICK-FIL-A,Manhattan,675,8 AVENUE,10036
50038153,PIZZA BOY,Queens,5819,WOODSIDE AVE,11377
50106748,JAM ROCK CAFE,Bronx,1205,COLLEGE AVENUE,10456
50052602,MAMAN,Brooklyn,80,KENT STREET,11222
50107265,D'SPOT CAFE & JUICE BAR,Bronx,3511,BOSTON ROAD,10469
50075900,A & A BAKE AND DOUBLE SHOP,Brooklyn,1337,FULTON ST,11216
41579661,DUNKIN,Bronx,3421,EAST TREMONT AVENUE,10465
50064444,CROWN FRIED CHICKEN,Brooklyn,818,NOSTRAND AVENUE,11216
50117993,McDonald,Manhattan,102,1 AVENUE,10009
50114086,GASTRONOME,Manhattan,200,LEXINGTON AVENUE,10016
50088793,NEW HONG KONG CUISINE,Queens,10916,MERRICK BLVD,11433
50093419,SUSHI PARA,Manhattan,1457,3 AVENUE,10028
40678995,TANDOORI FOOD & BAKERY,Queens,99-04,63 ROAD,11374
50012561,STICKY'S FINGER JOINT,Manhattan,484,3 AVENUE,10016
50057808,CLANCEY,Manhattan,79,CLINTON STREET,10002
50052060,GEORGE'S PIZZA,Manhattan,726,WEST  181 STREET,10033
50083886,ST ENDS,Brooklyn,667,FRANKLIN AVENUE,11238
41197487,HEARST CORPORATION EDR,Manhattan,300,WEST   57 STREET,10019
50108278,,Manhattan,120,ORCHARD STREET,10002
50109739,ALOHA KRAB,Brooklyn,438,UTICA AVENUE,11213
50043350,HAPPY FORTUNE,Staten Island,1022,ROSSVILLE AVENUE,10309
50106672,HAMILTON HALL,Manhattan,3495,BROADWAY,10031
50107732,FAN FAN DOUGHNUTS,Brooklyn,448,LAFAYETTE AVENUE,11205
41099225,GOLDEN PASTRY SHOP,Staten Island,1,CORSON AVENUE,10301
41138581,COLUMBUS CAFE,Manhattan,556,COLUMBUS AVENUE,10024
50088830,WILLIAMSBURG PIZZA,Manhattan,1615,2 AVENUE,10028
41444651,TRIONA'S,Manhattan,237,SULLIVAN STREET,10012
50089607,CITY COLLEGE: MARSHAK,Manhattan,160,CONVENT AVENUE,10031
41049312,VILLA,Manhattan,263,WEST   42 STREET,10036
41717640,SOLDIERS CARIBBEAN BUFFET RESTAURANT,Brooklyn,1439,ST JOHNS PLACE,11213
50104384,DANIEL'S COFFEE AND MORE,Manhattan,1050,3 AVENUE,10065
50001620,SUNRISE BAKERY,Brooklyn,6208,11 AVENUE,11219
50119107,"COMPASS GROUP USA, INC.",Manhattan,460,WEST   34 STREET,10001
50033747,DIG INN,Manhattan,16,EAST   23 STREET,10010
50045913,IDA'S NEARABOUT,Queens,4313,QUEENS BLVD,11104
50110903,WELL DONE CUISINE,Bronx,1303,EAST GUN HILL ROAD,10469
50108563,MY KITCHEN,Queens,106-17,METROPOLITAN AVENUE,11375
41688139,Corona Bar,Brooklyn,620,ATLANTIC AVENUE,11217
50100943,HA BAKERY,Queens,13432,NORTHERN BLVD,11354
50104310,ESSEX SQUEEZE,Manhattan,88,ESSEX STREET,10002
50062385,STARBUCKS COFFEE,Manhattan,475,PARK AVENUE SOUTH,10016
50067730,PANERA BREAD,Brooklyn,528,GATEWAY DRIVE,11239
50016722,NEW KING WOK NY INC,Brooklyn,4724,4 AVENUE,11220
50048242,Banquet Kitchen,Manhattan,455,MADISON AVENUE,10022
50102079,SEAMORE'S MARKET BAR @ URBANSPACE,Manhattan,152,WEST   52 STREET,10019
50125452,SMOKIN' JOE,Manhattan,135,WEST   50 STREET,10020
50106778,SHIRAZ KITCHEN,Manhattan,111,WEST   17 STREET,10011
50012463,THE JOLLY GOAT COFFEE BAR,Manhattan,515,WEST   47 STREET,10036
50055969,GREGORYS COFFEE,Manhattan,762,7 AVENUE,10019
50114704,MOOLIAUNO'S TRAPP KITCHEN,Brooklyn,621,WASHINGTON AVENUE,11238
50088091,LULIANO'S WOODFIRED PIZZA & TRATTORIA,Brooklyn,7902,3 AVENUE,11209
41165199,3 WAY RESTAURANT,Bronx,384,EAST  188 STREET,10458
41432344,LOLLIPOPS ICE CREAM,Bronx,4120,BAYCHESTER AVENUE,10466
50119024,TIKKA KING & GRILL,Brooklyn,2004,BATH AVENUE,11214
50065876,EL PODER DE LA NUTRICION,Brooklyn,104,WYCKOFF AVENUE,11237
41249417,ROLLERJAM USA,Staten Island,236,RICHMOND VALLEY ROAD,10309
50071047,HUTCH & WALDO COFFEE,Manhattan,247,EAST   81 STREET,10028
41546229,JOE'S PIZZA,Bronx,3009A,MIDDLETOWN ROAD,10461
50107235,LA CUMBANCHITA,Brooklyn,24,IRVING AVENUE,11237
50067841,RANDOLPH BEER,Brooklyn,77,SANDS STREET,11201
41308515,ASHBOX,Brooklyn,1154,MANHATTAN AVENUE,11222
50058480,GREEK FELLAS,Staten Island,1547,ARTHUR KILL ROAD,10312
50115745,ABC FOOD EXPRESS INC.,Brooklyn,714,61 STREET,11220
50120298,,Bronx,1298,WESTCHESTER AVENUE,10459
41712453,MERRYLAND BUFFET,Bronx,2496,ELM PLACE,10458
50107666,JUJU MOMO,Queens,3930A,61ST ST,11377
41258524,FULL DOE BAKERY,Brooklyn,5905,4 AVENUE,11220
41420313,ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,Manhattan,2,EAST   55 STREET,10022
50089905,YOLPAQUI TAQUERIA,Staten Island,1431,FOREST AVENUE,10302
50073787,MI BAKERY & CAFE,Bronx,58A,WEST  183 STREET,10453
41555711,LI'S HAPPY FAMILY,Staten Island,8,NEW DORP LANE,10306
40391060,LUKE'S BAR & GRILL,Manhattan,1394,THIRD AVENUE,10075
41688186,TABLE 87,Brooklyn,620,ATLANTIC AVENUE,11217
50123214,Frame,Manhattan,1413,2 AVENUE,10021
41236893,NEPTUNE PIZZA,Brooklyn,3033,CONEY ISLAND AVENUE,11235
50112140,CHICKEN FEASTIN,Brooklyn,561,GATES AVENUE,11221
50094385,FYAH BUN CREATIVE,Manhattan,325,EAST   48 STREET,10017
50072041,MCDONALD'S,Bronx,4174,WHITE PLAINS ROAD,10466
50070712,SEAMORHEN,Queens,11833,GUY R BREWER BLVD,11434
41308512,DAMASCUS BREAD & BAKERY,Brooklyn,195,ATLANTIC AVENUE,11201
50043009,NISHI,Manhattan,232,8 AVENUE,10011
50112291,MCDONALD'S,Brooklyn,1403,MERMAID AVENUE,11224
41659910,LE FATIMA BAR & GRILL,Brooklyn,1474,BROADWAY,11221
41054695,PICANTE MEXICAN BAR AND GRILL RESTAURANT,Manhattan,3424,BROADWAY,10031
41572685,BROOKLYNS FINEST PIZZA & RESTAURANT,Staten Island,1250,HYLAN BOULEVARD,10305
50094921,NEW DRAGON,Manhattan,2413A,2 AVENUE,10035
50109505,THE BURGER HOUSE,Brooklyn,1556,FULTON STREET,11216
50106495,P.F. CHANG'S,Manhattan,630,3 AVENUE,10017
41600331,CONNOLLY'S,Queens,155,BEACH   95 STREET,11693
50116690,SMASHBURGER,Manhattan,804,LEXINGTON AVENUE,10065
41697391,STAR KABAB & CHINESE RESTAURANT,Queens,16821,HILLSIDE AVENUE,11432
41175984,TASTE OF DOLLY'S PIZZERIA & RESTAURANT,Queens,40-07,111 STREET,11368
50103662,NEW DRAGON PAN,Queens,4512,162ND ST,11358
50097321,FAMOUS PIZZA PARK,Brooklyn,263,AVENUE U,11223
50018140,SENZA GLUTEN,Manhattan,206,SULLIVAN STREET,10012
50075754,KIDDIE CAKES,Staten Island,6378,AMBOY ROAD,10309
50122205,Mochiido,Queens,13515,40TH RD,11354
50096299,SVETA,Manhattan,64,CARMINE STREET,10014
50046194,ACQUOLINA,Manhattan,2291,2 AVENUE,10035
41531476,ANGIE'S BREAKFAST SPOT,Brooklyn,1637,BROADWAY,11207
41399300,NEW YORK DINER,Queens,4909,NORTHERN BOULEVARD,11101
50008013,YSEB KOREAN CHINESE RESTAURANT,Queens,150-05,NORTHERN BOULEVARD,11354
50096254,LA PALAPA TACO BAR,Manhattan,600,11 AVENUE,10036
50063946,CITADINES CONNECT,Manhattan,13,WEST   45 STREET,10036
50105044,CHIPOTLE MEXICAN GRILL #3591,Queens,2206,31ST ST,11105
40936721,EL PAISA BAR,Queens,87-05,NORTHERN BOULEVARD,11372
50058810,GRAND SLAM BANQUET HALL,Manhattan,3534,BROADWAY,10031
50100824,ZEPPOLE PIZZERIA,Brooklyn,288,KINGS HIGHWAY,11223
41702359,TONY'S PIZZA,Brooklyn,443,KNICKERBOCKER AVENUE,11237
50005479,NEW MING'S KITCHEN,Queens,5615,JUNCTION BLVD,11373
